framenr,mean,std,threshold,score,distance
1,0.01200174227035171,0.0032072987974578766,0.015209041067809587,-0.53125,3.5
2,0.01213599633068207,0.0035663675254965937,0.015702363856178663,4.6521739130434785,3.5
3,0.012399844042067208,0.004680597258262592,0.017080441300329798,4.7272727272727275,3.5
4,0.012321909779840916,0.004328481919973865,0.016650391699814783,8.466666666666667,3.5
5,0.012115287125915532,0.0041497854808333606,0.016265072606748893,9.8125,3.5
6,0.012337653096866172,0.0039887807123446,0.016326433809210773,8.5,3.5
7,0.012572271734569306,0.0046120846212520696,0.017184356355821377,7.769230769230769,3.5
8,0.013083694841020056,0.0056680735314932635,0.01875176837251332,5.888888888888889,3.5
9,0.012628431342746235,0.00581661817284348,0.018445049515589715,6.5,3.5
10,0.01165789272907606,0.0030417781962614595,0.015612204384215957,3.736842105263158,3.5
11,0.012727834780556183,0.006171506132039526,0.018899340912595708,4.285714285714286,3.5
12,0.01298682836461432,0.006248048040756445,0.019234876405370766,4.7272727272727275,3.5
13,0.013999455950303264,0.007459566550060515,0.02145902250036378,-0.45454545454545453,3.5
14,0.013485115897039742,0.005887650801667754,0.019372766698707494,1.75,3.5
15,0.01202349457231822,0.004621210596390444,0.016644705168708664,5.0,3.5
16,0.011846141970893408,0.0036402981304626968,0.016578529540494914,-20.333333333333332,3.5
17,0.012673549021992058,0.004879175902677466,0.017552724924669524,-3.0,3.5
18,0.013102824498598068,0.00644722609961004,0.019550050598208107,10.857142857142858,4.949747468305833
19,0.013201497768368039,0.006419185382686547,0.019620683151054585,10.444444444444445,4.949747468305833
20,0.011876563155661091,0.0038313439705399905,0.01570790712620108,2.25,4.949747468305833
21,0.011818794197518495,0.0041824092434512,0.016001203440969697,2.4,3.5
22,0.012312860911631182,0.005477476548924566,0.01779033746055575,18.25,7.0
23,0.012135575366454942,0.003828300889228724,0.015963876255683667,4.117647058823529,3.5
24,0.012181788297760732,0.004245297729512232,0.016427086027272962,3.076923076923077,3.5
25,0.012579260485809103,0.0042957811124721265,0.01687504159828123,7.526315789473684,3.5
26,0.012596289047598604,0.004869850224934292,0.017466139272532898,3.3636363636363638,4.949747468305833
27,0.013093254081788349,0.005585341195540702,0.01867859527732905,4.333333333333333,3.5
28,0.013751943886139078,0.006556101066144062,0.02030804495228314,0.15384615384615385,3.5
29,0.014629497835126258,0.008667210474919224,0.02329670831004548,1.125,3.5
30,0.014219292410543972,0.008033054387380919,0.022252346797924892,8.1,3.5
31,0.013429958407244211,0.005196985317825155,0.018626943725069366,0.5714285714285714,3.5
32,0.012084225181439298,0.004390267828341249,0.016474493009780548,2.1538461538461537,4.949747468305833
33,0.012681815567301816,0.004866664230131093,0.01754847979743291,4.5,4.949747468305833
34,0.012682840037766072,0.00585754893377594,0.01854038897154201,6.833333333333333,3.5
35,0.012794045375324244,0.005636908350097779,0.018430953725422024,0.5833333333333334,3.5
36,0.011623932464522766,0.0028608301406006452,0.014770845619183477,0.875,3.5
37,0.012811342162108025,0.005025197269452394,0.017836539431560418,2.6666666666666665,4.949747468305833
38,0.012202549657387268,0.0037367184942420084,0.015939268151629278,0.65,3.5
39,0.011762906539682988,0.0032280639852021987,0.015636583321925628,6.5,3.5
40,0.01162024809619859,0.0030766666382120024,0.015004581398231794,8.625,3.5
41,0.012775530400024788,0.005745873467765287,0.018521403867790075,5.25,3.5
42,0.012542714830338746,0.004663475069065005,0.01720618989940375,4.142857142857143,3.5
43,0.01311615006532768,0.005716514718831249,0.01883266478415893,2.888888888888889,4.949747468305833
44,0.01326952260719462,0.005695168436889401,0.01896469104408402,4.25,4.949747468305833
45,0.013372386892500181,0.006020207025320077,0.019392593917820257,12.777777777777779,4.949747468305833
46,0.012325053972829394,0.004678505970525714,0.017003559943355107,12.583333333333334,3.5
47,0.01234729056992446,0.003941790334610106,0.016289080904534566,4.615384615384615,3.5
48,0.012329729283493546,0.0037862669944545247,0.01611599627794807,9.619047619047619,3.5
